#######################################
#
# V-band photometry of SN II 2017eaw
#
#######################################
#
# Buta & Keel 2019, MNRAS, 487, 832
#
# JD           mag    error   Telescope
 2457995.801   14.03  0.01    KAIT    
 2457996.809   14.08  0.02    KAIT    
 2457997.820   14.14  0.02    KAIT    
 2457999.809   14.32  0.04    KAIT    
 2458000.809   14.38  0.16    KAIT    
 2458001.789   14.48  0.03    KAIT    
 2458002.797   14.58  0.02    KAIT    
 2458003.828   14.66  0.02    KAIT    
 2458004.797   14.77  0.01    KAIT    
 2458004.816   14.79  0.02    KAIT  
 2458005.824   14.91  0.02    KAIT    
 2458006.836   15.05  0.02    KAIT    
 2458007.816   15.18  0.05    KAIT    
 2458009.793   15.37  0.02    KAIT    
 2458010.801   15.45  0.02    KAIT    
 2458011.789   15.55  0.02    KAIT    
 2458012.793   15.57  0.02    KAIT    
 2458013.777   15.64  0.02    KAIT    
 2458014.375   15.64  0.04    KAIT    
 2458014.785   15.65  0.02    KAIT    
 2458016.777   15.68  0.02    KAIT    
 2458018.805   15.67  0.02    KAIT    
 2458019.762   15.70  0.02    KAIT    
 2458020.789   15.71  0.02    KAIT    
 2458021.793   15.74  0.02    KAIT    
 2458022.766   15.76  0.02    KAIT    
 2458024.750   15.76  0.03    KAIT    
 2458025.770   15.79  0.02    KAIT    
 2458026.746   15.81  0.03    KAIT    
 2458027.766   15.78  0.01    KAIT    
 2458028.742   15.80  0.02    KAIT    
 2458030.762   15.83  0.03    KAIT    
 2458031.372   15.85  0.03    KAIT    
 2458031.766   15.82  0.03    KAIT    
 2458032.758   15.82  0.03    KAIT    
 2458033.386   15.85  0.03    KAIT    
 2458033.758   15.84  0.03    KAIT    
 2458034.742   15.85  0.02    KAIT    
 2458036.750   15.87  0.02    KAIT    
 2458037.750   15.89  0.02    KAIT    
 2458038.719   15.91  0.02    KAIT    
 2458040.715   15.93  0.02    KAIT    
 2458042.699   15.94  0.02    KAIT    
 2458043.711   15.96  0.02    KAIT    
 2458044.699   15.97  0.05    KAIT    
 2458045.703   15.97  0.03    KAIT    
 2458048.707   16.02  0.03    KAIT    
 2458049.676   16.02  0.02    KAIT    
 2458050.684   16.03  0.02    KAIT    
 2458051.664   16.04  0.02    KAIT    
 2458052.691   16.05  0.03    KAIT    
 2458053.656   16.03  0.03    KAIT    
 2458054.672   16.07  0.02    KAIT    
 2458055.668   16.09  0.02    KAIT    
 2458056.691   16.10  0.02    KAIT    
 2458058.691   16.09  0.03    KAIT    
 2458059.633   16.10  0.02    KAIT    
 2458063.664   16.17  0.03    KAIT    
 2458064.586   16.18  0.03    KAIT    
 2458065.660   16.17  0.02    KAIT    
 2458069.660   16.23  0.03    KAIT    
 2458070.582   16.26  0.03    KAIT    
 2458076.641   16.27  0.03    KAIT    
 2458088.578   16.41  0.03    KAIT    
 2458089.617   16.38  0.04    KAIT    
 2458092.613   16.42  0.04    KAIT    
 2458093.613   16.45  0.03    KAIT    
 2458095.606   16.49  0.03    KAIT    
 2458096.578   16.51  0.02    KAIT    
 2458097.602   16.51  0.02    KAIT    
 2458098.578   16.51  0.03    KAIT    
 2458102.590   16.56  0.02    KAIT    
 2458106.598   16.57  0.02    KAIT    
 2458109.590   16.61  0.02    KAIT    
 2458115.598   16.67  0.03    KAIT    
 2458117.594   16.71  0.03    KAIT    
